Products Product Name,Products Reporting Group Name,Sales Data Sale Closed Week,Sales Data Total Ex Tax,Sales Data Total Cost,Sales Data Product Quantity
Brookie's Byron Dry Gin Tonica,Gin,2025-08-18,57.27,,3
Bombay Sapphire,Gin,2025-08-18,10.91,,1
Never Never Oyster Shell Gin,Gin,2025-08-18,49.08,,4
Coke 1.25L,Marilyna's Soft Drinks,2025-08-18,16.35,,3
Tilde Raw Vodka,Vodka,2025-08-18,11.09,,1
Sensei Calamari,Small Plates,2025-08-18,675.76,,40
White Light Pure Vodka [House],Vodka,2025-08-18,461.39,,53
No Slaw,Modifiers,2025-08-18,0,,3
Soda [mixer],Modifiers,2025-08-18,0,,9
Stow Schnitty,Big Plates,2025-08-18,736.9,,34
"Lemon, Lime & Bitters",Non-alcoholic,2025-08-18,89.48,,21
Eggplant Schnitty,Big Plates,2025-08-18,39.76,,2
Btl Veuve Clicquot D,Delivery Alcohol,2025-08-18,86.36,,1
Kids Hawaiian Pizza,Kids Meals,2025-08-18,49.64,,4
Beetle Juice Takeaway,Delivery Cocktails,2025-08-18,24.04,,1
Beetle Juice,Cocktails - Signature,2025-08-18,120.98,,6
Fresh is Best Summer Lager - Schooner,Tap Beer,2025-08-18,491.5,,66.4
Jalapeño Marg,Cocktails - Classic,2025-08-18,1335.17,,69
Philter XPA - Schooner,Tap Beer,2025-08-18,803.35,,91
Puerto Sunset,Cocktails - Signature,2025-08-18,76.71,,4
A. Rodda Tempranillo - Bottle,Red Wine,2025-08-18,130.31,,2
Peroni,Bottles / Cans Alcoholic,2025-08-18,64.23,,7
A. Rodda Tempranillo - Large,Red Wine,2025-08-18,22.1,,1
Virgin Margy,Mocktails,2025-08-18,12.02,,1
Two Tonne Riesling - Bottle,White Wine,2025-08-18,56.36,,1
Bundaberg Ginger Beer,Non-alcoholic,2025-08-18,17.81,,4
Sigurd GSM Red Blend - Regular,Red Wine,2025-08-18,142.53,,8
Dormilona Chenin Blanc - Regular,White Wine,2025-08-18,17.56,,1
Family BBQ Chicken Pizza,Marilyna's Pizza,2025-08-18,127.18,,5
Two Tonne Riesling - Regular,White Wine,2025-08-18,15.45,,1
Family Bubba Gump,Marilyna's Pizza,2025-08-18,57.27,,2
Ravensworth Skins Gris - Regular,Orange / Skins Wine,2025-08-18,15.46,,1
Large Meatlovers,Marilyna's Pizza,2025-08-18,452.57,,20
Gluten-free Cosmopolitan,Marilyna's Pizza,2025-08-18,23.12,,1
Family Super House Special,Marilyna's Pizza,2025-08-18,185.5,,7
Large Hawaiian,Marilyna's Pizza,2025-08-18,325.55,,17
Family The Deli,Marilyna's Pizza,2025-08-18,15.47,,1
Gluten-free Hawaiian,Marilyna's Pizza,2025-08-18,73.63,,4
Regular Vegetarian,Marilyna's Pizza,2025-08-18,94.81,,6
Gluten-free Meatlovers,Marilyna's Pizza,2025-08-18,89.91,,4
Gluten-free Vegetarian,Marilyna's Pizza,2025-08-18,17.27,,1
Family Pepperoni,Marilyna's Pizza,2025-08-18,45.46,,2
2 Glasses,Modifiers,2025-08-18,0,,7
Large Tandoori Chicken,Marilyna's Pizza,2025-08-18,177.68,,8
Regular House Special,Marilyna's Pizza,2025-08-18,118.59,,7
Family Southern Lamb,Marilyna's Pizza,2025-08-18,21.82,,1
Large House Special,Marilyna's Pizza,2025-08-18,262.01,,12
1 Glass,Modifiers,2025-08-18,0,,4
Buffalo Wings,Small Plates,2025-08-18,561.14,,37
Extra Blue Cheese Dip,Add-ons - Kitchen,2025-08-18,10.33,,11
No Mushroom,None,2025-08-18,0,,4
Staff Dinner $5,Staff Dinners,2025-08-18,110.1,,24
No Anchovies,None,2025-08-18,0,,2
Side Gravy,Add-ons - Kitchen,2025-08-18,8.44,,10
Large The Deli Pizza,Marilyna's Pizza,2025-08-18,45.46,,2
Cri De Couer Pinot Noir - Regular,Red Wine,2025-08-18,40.72,,2
Add Mushrooms,Add-ons - Pizza,2025-08-18,0,,9
Add BBQ Sauce,Add-ons - Pizza,2025-08-18,1.02,,1
Mojito,Cocktails - Classic,2025-08-18,34.54,,2
Add Onion,Add-ons - Pizza,2025-08-18,0,,3
Regular Prawn Hub,Marilyna's Pizza,2025-08-18,17.27,,1
Add Spanish Onion,Add-ons - Pizza,2025-08-18,0.91,,1
Large Prawn Hub,Marilyna's Pizza,2025-08-18,72.34,,3
Add Anchovies,Add-ons - Pizza,2025-08-18,12.95,,14
Easy Sauce,None,2025-08-18,0,,1
Add Chicken,Add-ons - Pizza,2025-08-18,10.85,,6
Make it Dairy-free [vg bun],None,2025-08-18,0,,1
Margy Jar,Delivery Cocktails,2025-08-18,21.28,,1
Send Kids Food ASAP,None,2025-08-18,0,,8
No Garnish,None,2025-08-18,0,,2
Cucumber,None,2025-08-18,0,,3
Dressing on the Side,None,2025-08-18,0,,5
Regular Hail Africa,Marilyna's Pizza,2025-08-18,23,,1
Swap Gravy for BBQ Sauce,None,2025-08-18,0,,2
Family Little Italy,Marilyna's Pizza,2025-08-18,73.26,,3
Swap Gravy for Tomato Sauce,None,2025-08-18,0,,1
"Regular No Chorizo, No Cry",Marilyna's Pizza,2025-08-18,42.19,,2
No Lettuce,None,2025-08-18,0,,1
Regular Uber Margherita,Marilyna's Pizza,2025-08-18,35.59,,2
Add Grilled Fish,Add-ons - Kitchen,2025-08-18,22.08,,5
Veuve Clicquot Yellow Label - Glass,Sparkling Wine,2025-08-18,48.79,,2
Add Chilli,Add-ons - Pizza,2025-08-18,4.96,,11
Bundaberg Ginger Beer D,Marilyna's Soft Drinks,2025-08-18,5.81,,1
Regular Truffalo Soldier,Marilyna's Pizza,2025-08-18,50.9,,3
Family  Pepperoni,Marilyna's Pizza,2025-08-18,148,,6
Regular Roma Special [Dine-in],Dine-in Pizza,2025-08-18,17.27,,1
Family  House Special,Marilyna's Pizza,2025-08-18,52.72,,2
Lamb Roast,Kitchen Specials,2025-08-18,2139.79,,87
1/2 The Deli,Marilyna's Pizza,2025-08-18,1.82,,1
Dragonfly Grenache - Regular,Orange / Skins Wine,2025-08-18,121.27,,8
1/2 Cosmopolitan,Marilyna's Pizza,2025-08-18,1.82,,1
Family  Sorrento,Marilyna's Pizza,2025-08-18,45.01,,2
1/2 Hawaiian,Marilyna's Pizza,2025-08-18,0.9,,2
Family  Cosmopolitan,Marilyna's Pizza,2025-08-18,18.18,,1
Chicken Parmy D,Delivery Kitchen,2025-08-18,72.21,,3
Family  Vegetarian,Marilyna's Pizza,2025-08-18,20,,1
Large  Cosmopolitan,Marilyna's Pizza,2025-08-18,18.18,,1
1/2 Paddock,Marilyna's Pizza,2025-08-18,1.82,,1
Vegilante Burger D,Delivery Kitchen,2025-08-18,23.64,,1
1/2 Little Italy,Marilyna's Pizza,2025-08-18,2.72,,2
Corn Star D,Delivery Kitchen,2025-08-18,14.81,,1
Fish Tacos D,Delivery Kitchen,2025-08-18,68.11,,4
Pepsi [mixer],None,2025-08-18,0,,2
Casa Gheller Prosecco - Bottle,Sparkling Wine,2025-08-18,58.18,,1
Big Papa Cuban,Cocktails - Signature,2025-08-18,62,,3
Kirin - Schooner,Tap Beer,2025-08-18,310.93,,30.4
Grey Goose Vodka Martini,Cocktails - Classic,2025-08-18,22.19,,1
Limoncello Spritz,Cocktails - Classic,2025-08-18,124.41,,7
Status Quo - Schooner,Tap Beer,2025-08-18,113.25,,10
Btl Villa Fresco Sangiovese D,Delivery Alcohol,2025-08-18,34.91,,2
Mother's Milk Shiraz - Regular,Red Wine,2025-08-18,419.45,,31
Villa Fresco Sangiovese - Large,Red Wine,2025-08-18,35.13,,2
Btl Disco Volante D,Delivery Alcohol,2025-08-18,18.55,,1
Heaps Normal Tin,Non-alcoholic,2025-08-18,245.65,,25
Grifter Pale - Pint,Tap Beer,2025-08-18,1236.11,,106
Coke Zero Can,Marilyna's Soft Drinks,2025-08-18,37.11,,10
Sweet Potato Fries,Small Plates,2025-08-18,388.11,,32
Fresh is Best Lager - Pint,Tap Beer,2025-08-18,945.08,,89
Vegilante Vegan Burger,Big Plates,2025-08-18,157.89,,7
Fireball,Whisky,2025-08-18,60,,6
Rocket Man,Salads,2025-08-18,119.55,,7
Whispering Angel Rosé - Bottle,Rose Wine,2025-08-18,294.54,,3
Two Bays Pale Ale Can,Bottles / Cans Alcoholic,2025-08-18,88.5,,7
Truffle Fries,Small Plates,2025-08-18,331.1,,24
United States of Dumplings,Small Plates,2025-08-18,292.35,,20
Flor De Ca|a 12yr,Rum,2025-08-18,25.46,,2
Fish Burrito,Big Plates,2025-08-18,440.23,,19
Queso Dip,Add-ons - Kitchen,2025-08-18,2.53,,3
Ginger Ale,Non-alcoholic,2025-08-18,11.47,,3
Beef Burrito,Big Plates,2025-08-18,412.15,,21
American Standard Burger,Big Plates,2025-08-18,901.07,,46
Lychee Duo (2),Delivery Cocktails,2025-08-18,42.52,,2
Fizz 'N' Chips,Big Plates,2025-08-18,154.02,,6
Young Henrys Cloudy Cider Can,Bottles / Cans Alcoholic,2025-08-18,33.3,,3
Coke Zero 1.25L,Marilyna's Soft Drinks,2025-08-18,27.26,,5
Less Cheese,Add-ons - Pizza,2025-08-18,0,,5
Monteith's Apple Cider Bottle,Bottles / Cans Alcoholic,2025-08-18,40.62,,4
Big Sur IPA - Schooner,Tap Beer,2025-08-18,77.05,,6
No Glasses Needed,Modifiers,2025-08-18,0,,2
Four Pillars Bloody Shiraz Gin Tonica,Gin,2025-08-18,20.34,,1
A. Rodda Tempranillo - Regular,Red Wine,2025-08-18,181.1,,11
Grey Goose,Vodka,2025-08-18,11.09,,1
Monkey Shoulder Scotch [House],Whisky,2025-08-18,9.09,,1
Ottelia Cab Sav - Large,Red Wine,2025-08-18,23.14,,1
Casamigos Reposado Tequila,Tequila,2025-08-18,14.81,,1
Beetle PartyJar (6),Delivery Cocktails,2025-08-18,35.45,,1
Glaetzer Anaperenna Shiraz Cab - Bottle,Red Wine,2025-08-18,319.8,,3
Fortaleza Reposado,Tequila,2025-08-18,65.46,,3
Sunkist 1.25L,Marilyna's Soft Drinks,2025-08-18,10.9,,2
Padrillos Malbec - Bottle,Red Wine,2025-08-18,138.56,,2
Stow Soda - Grapefruit,Non-alcoholic,2025-08-18,33.14,,4
On The Rocks,Modifiers,2025-08-18,0,,55
Family Garlic Cheese Pizza,Marilyna's Pizza,2025-08-18,21.31,,1
Sunkissed Spritz,Mocktails,2025-08-18,29.59,,2
Big Sur IPA - Pint,Tap Beer,2025-08-18,216.42,,12
3 Glasses,Modifiers,2025-08-18,0,,5
Tonic Glass,Non-alcoholic,2025-08-18,3.64,,1
Ottelia Cab Sav - Regular,Red Wine,2025-08-18,102.1,,7
6 Glasses,Modifiers,2025-08-18,0,,1
Pineapple Juice Glass,Non-alcoholic,2025-08-18,11.7,,3
Sigurd GSM Red Blend - Bottle,Red Wine,2025-08-18,74.24,,1
Large BBQ Chicken Pizza,Marilyna's Pizza,2025-08-18,108.19,,5
Btl Ottelia Cab Sav D,Delivery Alcohol,2025-08-18,28.68,,1
Cheesy Garlic Bread,Marilyna's Pizza,2025-08-18,154.77,,28
Large Cosmopolitan,Marilyna's Pizza,2025-08-18,182.23,,8
Das Juice Pink Pet Nat - Regular,Pet Nat Wine,2025-08-18,48,,3
4 Glasses,Modifiers,2025-08-18,0,,2
Regular Meatlovers,Marilyna's Pizza,2025-08-18,238.54,,13
Trentham Estate Rosé - Bottle,Rose Wine,2025-08-18,49.84,,1
Regular BBQ Chicken Pizza,Marilyna's Pizza,2025-08-18,167.35,,10
Large Sorrento,Marilyna's Pizza,2025-08-18,232.71,,10
Regular Bubba Gump,Marilyna's Pizza,2025-08-18,127.02,,7
Family Hawaiian,Marilyna's Pizza,2025-08-18,234.59,,10
Regular Super Veg,Marilyna's Pizza,2025-08-18,36.36,,2
Regular Mexicana,Marilyna's Pizza,2025-08-18,137.65,,8
Regular Roma Special,Marilyna's Pizza,2025-08-18,66.09,,4
Large Super Veg,Marilyna's Pizza,2025-08-18,22.73,,1
Regular Pepperoni,Marilyna's Pizza,2025-08-18,480.36,,30
Regular Super House Special,Marilyna's Pizza,2025-08-18,268.85,,15
Regular Tandoori Chicken,Marilyna's Pizza,2025-08-18,171.68,,10
Large Roma Special,Marilyna's Pizza,2025-08-18,22.73,,1
Gluten-free Tandoori Chicken,Marilyna's Pizza,2025-08-18,23.11,,1
Regular The Deli,Marilyna's Pizza,2025-08-18,69.08,,4
Large Super House Special,Marilyna's Pizza,2025-08-18,272.06,,12
Beef Lasagne,Marilyna's Pizza,2025-08-18,68.16,,6
Dirty,Modifiers,2025-08-18,0,,3
Regular Sorrento,Marilyna's Pizza,2025-08-18,130.34,,7
Brownie D,Delivery Kitchen,2025-08-18,118.34,,13
Aioli Dipping Sauce,Add-ons - Kitchen,2025-08-18,6.46,,100
Family Tandoori Chicken,Marilyna's Pizza,2025-08-18,103.63,,4
Tomato Dipping Sauce,Add-ons - Kitchen,2025-08-18,1.84,,41
Add Sun-dried Tomatoes,Add-ons - Pizza,2025-08-18,2.79,,3
Regular Margherita,Marilyna's Pizza,2025-08-18,332.13,,23
No Chilli,None,2025-08-18,0,,7
Add Pepperoni,Add-ons - Pizza,2025-08-18,16.14,,9
+$3 Premium Spirit,Add-ons - Bar,2025-08-18,5.46,,2
No red onion,None,2025-08-18,0,,1
Extra Patty,Add-ons - Kitchen,2025-08-18,11.08,,2
No Dipping Sauce,None,2025-08-18,0,,23
Add Fetta,Add-ons - Pizza,2025-08-18,1.94,,1
No Tomato,None,2025-08-18,0,,2
No Capsicum,None,2025-08-18,0,,2
Add Corn,Add-ons - Pizza,2025-08-18,0.91,,1
Regular Sanchez [Dine-in],Dine-in Pizza,2025-08-18,171.52,,8
Add Rocket,Add-ons - Pizza,2025-08-18,0.91,,1
Add Ham,Add-ons - Pizza,2025-08-18,4.61,,5
Regular Vegetarian [Dine-in],Dine-in Pizza,2025-08-18,17.27,,1
Add Calabrese,Add-ons - Pizza,2025-08-18,1.82,,1
Moscow Mule,Cocktails - Classic,2025-08-18,51.81,,3
$2 BBQ Wing,Add-ons - Kitchen,2025-08-18,51.86,,48
Grifter Serpents Kiss Can,Delivery Alcohol,2025-08-18,9.09,,1
Remove Cheese [make it dairy-free],None,2025-08-18,0,,1
Veuve Clicquot Yellow Label - Bottle,Sparkling Wine,2025-08-18,218.18,,2
Americano,Cocktails - Classic,2025-08-18,15.45,,1
Fever-Tree Mediterannean  [mixer],Add-ons - Bar,2025-08-18,0.93,,1
Unico Zelo Terra Cotta - Regular,Orange / Skins Wine,2025-08-18,32.57,,2
Gluten-free Prawn Hub,Marilyna's Pizza,2025-08-18,51.55,,2
Large Hail Africa,Marilyna's Pizza,2025-08-18,24.99,,1
Extra Gravy,Add-ons - Kitchen,2025-08-18,22.12,,13
Remove Prosciutto,None,2025-08-18,0,,1
Family Hail Africa,Marilyna's Pizza,2025-08-18,32.54,,1
Delivery Fee [Me&U],Marilyna's Pizza,2025-08-18,114.73,,31
Add Fried Cauliflower,Add-ons - Kitchen,2025-08-18,3.7,,1
Large Uber Margherita,Marilyna's Pizza,2025-08-18,69.47,,3
Delivery Fee - Curl Curl / Manly / Dee Why,Marilyna's Pizza,2025-08-18,46,,9
Add Pulled Mushroom,Add-ons - Kitchen,2025-08-18,3.7,,1
Regular Pepperoni [Dine-in],Dine-in Pizza,2025-08-18,17.27,,1
Delivery Fee - Freshwater / Queenscliff,Marilyna's Pizza,2025-08-18,73.52,,20
Fever-Tree Light Tonic [mixer],Add-ons - Bar,2025-08-18,4.61,,5
Gluten-free [remove Yorkshire],None,2025-08-18,0,,5
1/2 Tandoori Chicken,Marilyna's Pizza,2025-08-18,5.46,,3
Lemon,None,2025-08-18,0,,4
Extra Veg,Add-ons - Kitchen,2025-08-18,9.15,,3
Kids Nuggets D,Delivery Kitchen,2025-08-18,50.22,,4
Orange,None,2025-08-18,0,,3
Side Guac,Add-ons - Kitchen,2025-08-18,5.58,,6
Tues - Garlic Bread,Marilyna's Pizza,2025-08-18,0,,4
One Ice Block,None,2025-08-18,0,,2
Family  Roma Special,Marilyna's Pizza,2025-08-18,20,,1
Deal  - Garlic Bread,Marilyna's Pizza,2025-08-18,0,,3
Large Little Italy,Marilyna's Pizza,2025-08-18,212.69,,9
Family  Uber Margherita,Marilyna's Pizza,2025-08-18,18.18,,1
Deal - Garlic Bread,Marilyna's Pizza,2025-08-18,0,,4
"Family No Chorizo, No Cry",Marilyna's Pizza,2025-08-18,55.27,,2
Deal  - BBQ Wings,Marilyna's Pizza,2025-08-18,28.18,,3
Wed - Garlic Bread,Marilyna's Pizza,2025-08-18,0,,2
"Large No Chorizo, No Cry",Marilyna's Pizza,2025-08-18,123.16,,5
Tuk Tuk Salad D,Delivery Kitchen,2025-08-18,34.54,,2
Staff Pizza $5,Staff Dinners,2025-08-18,36.85,,8
Large Truffalo Soldier,Marilyna's Pizza,2025-08-18,44.97,,2
Jalapeno Edamame D,Delivery Kitchen,2025-08-18,26.19,,3
Hot Choc - 2min microwave,Non-alcoholic,2025-08-18,47.28,,4
Gluten-free Uber Margherita,Marilyna's Pizza,2025-08-18,44.09,,2
Truffle Fries D,Delivery Kitchen,2025-08-18,43.65,,3
Regular El Patron [Dine-in],Dine-in Pizza,2025-08-18,63.78,,3
Regular Uber Margherita [Dine-in],Dine-in Pizza,2025-08-18,128.51,,7
Beef Dumplings D,Delivery Kitchen,2025-08-18,14.55,,1
Trutta Streamside Shiraz [Chilled] - Regular,Red Wine,2025-08-18,58.7,,4
Extra Yorkshire Pudding,Add-ons - Kitchen,2025-08-18,26.19,,13
Add Sailor Jerry,Add-ons - Bar,2025-08-18,5.45,,1
Grifter Pale - Schooner,Tap Beer,2025-08-18,593.29,,70
Sibiliana Nero D'Avola - Regular,Red Wine,2025-08-18,117.44,,8
Stone & Wood - Pint,Tap Beer,2025-08-18,1263.35,,90
Aperol Spritz,Cocktails - Classic,2025-08-18,246.98,,17
1/2 Margherita,Marilyna's Pizza,2025-08-18,0,,3
Ottelia Chardonnay - Large,White Wine,2025-08-18,75.45,,3
Sailor Jerry [House],Rum,2025-08-18,33.63,,4
1/2 Truffalo Soldier,Marilyna's Pizza,2025-08-18,1.82,,1
Ottelia Chardonnay - Regular,White Wine,2025-08-18,378.8,,26
Large   Super Veg,Marilyna's Pizza,2025-08-18,13.64,,1
Scout Pinot Gris - Regular,White Wine,2025-08-18,69.35,,4
Large Half Half,Marilyna's Pizza,2025-08-18,150.9,,8
Villa Fresco Sangiovese - Regular,Red Wine,2025-08-18,822.74,,83
Higher Than Highball,Cocktails - Signature,2025-08-18,270.43,,14
San Pellegrino 500ml,Non-alcoholic,2025-08-18,38.42,,7
Add Baileys Irish Cream,Add-ons - Bar,2025-08-18,16.35,,3
Bry Ol San Pell,Modifiers,2025-08-18,0.2,,4
Large Jimmy Jury,Marilyna's Pizza,2025-08-18,22.09,,1
Long Island Iced Tea,Cocktails - Classic,2025-08-18,60,,3
Geppetto Pinot Noir - Regular,Red Wine,2025-08-18,859.54,,62
Holy Guacamole,Small Plates,2025-08-18,542.07,,36
Grifter Pale Ale Cans D,Delivery Alcohol,2025-08-18,0,,1
Corn Star,Small Plates,2025-08-18,258.2,,17
Kuku Sauvignon Blanc - Large,White Wine,2025-08-18,119.65,,6
Bang Bang Cauli,Small Plates,2025-08-18,372.69,,25
Gin Martini,Cocktails - Classic,2025-08-18,17.56,,1
Fish Tacos,Small Plates,2025-08-18,953.75,,52
Old Fashioned,Cocktails - Classic,2025-08-18,114.54,,6
No Cheese (Make It Dairy-Free),Modifiers,2025-08-18,0,,1
Buffalo Trace Bourbon [House],Whisky,2025-08-18,28.18,,3
Jalape|os,Add-ons - Kitchen,2025-08-18,2.79,,3
Mulled Wine,Cocktails - Signature,2025-08-18,1161.12,,89
Cauliflower Burrito,Big Plates,2025-08-18,88.47,,5
Vegan Aioli,Add-ons - Kitchen,2025-08-18,0,,1
Fancy Pants Parmy,Big Plates,2025-08-18,886.83,,41
Jalapeño Edamame,Small Plates,2025-08-18,157.74,,14
Tuk Tuk Salad,Salads,2025-08-18,225.48,,11
Cauliflower Tacos,Small Plates,2025-08-18,151.65,,8
Olive,Modifiers,2025-08-18,0,,3
Swap for Sweet Potato Fries,Add-ons - Kitchen,2025-08-18,18.56,,10
Coconut Margarita,Cocktails - Classic,2025-08-18,291.26,,15
Chicken Shindig Burger,Big Plates,2025-08-18,293.26,,16
Four Pillars Rare Dry Gin Tonica,Gin,2025-08-18,40.68,,2
Brownie,Desserts,2025-08-18,113.16,,10
Rooster Rojo Blanco Tequila [House],Tequila,2025-08-18,145.91,,17
Poor Tom's Strawberry Gin Tonica,Gin,2025-08-18,76.36,,4
Jug of Water,Modifiers,2025-08-18,0,,6
Four Pillars Olive Leaf Gin Tonica,Gin,2025-08-18,40.34,,2
Pepsi Glass,Non-alcoholic,2025-08-18,34.45,,9
Belvedere Vodka,Vodka,2025-08-18,33.27,,3
Solo 1.25L,Marilyna's Soft Drinks,2025-08-18,15.26,,3
Angel's Envy Bourbon,Whisky,2025-08-18,14.8,,1
Scout Pinot Gris - Bottle,White Wine,2025-08-18,63.64,,1
Cointreau,Liqueurs,2025-08-18,10.91,,1
Trentham Estate Rosé - Regular,Rose Wine,2025-08-18,288.84,,28
Baileys Irish Cream,Liqueurs,2025-08-18,9.09,,1
Year Wines 'Zagara' Orange - Regular,Orange / Skins Wine,2025-08-18,41.15,,3
Apple Juice Glass,Non-alcoholic,2025-08-18,14.68,,4
Fresh Salad D,Delivery Kitchen,2025-08-18,64.33,,5
Peroni D,Delivery Alcohol,2025-08-18,6,,1
Family Roma Special,Marilyna's Pizza,2025-08-18,48.36,,2
Hill People Oat Cream - Schooner,Tap Beer,2025-08-18,67.7,,5
Large Southern Lamb,Marilyna's Pizza,2025-08-18,45.46,,2
Fresh is Best Summer Lager - Pint,Tap Beer,2025-08-18,182.44,,16
Large Margherita,Marilyna's Pizza,2025-08-18,404.39,,22
Regular Cosmopolitan,Marilyna's Pizza,2025-08-18,112.37,,6
Extra Taco,Add-ons - Kitchen,2025-08-18,25.49,,4
Family Cosmopolitan,Marilyna's Pizza,2025-08-18,82.27,,3
No Eggplant,None,2025-08-18,0,,2
Family Meatlovers,Marilyna's Pizza,2025-08-18,271.34,,10
No Pickle,None,2025-08-18,0,,4
Large Pepperoni,Marilyna's Pizza,2025-08-18,580.63,,28
No Cheese [dairy-free],None,2025-08-18,0,,3
Regular Sanchez,Marilyna's Pizza,2025-08-18,74.28,,4
Lime,None,2025-08-18,0,,10
Gluten-free Super House Special,Marilyna's Pizza,2025-08-18,45.85,,2
Regular Little Italy,Marilyna's Pizza,2025-08-18,205.81,,11
Regular Southern Lamb,Marilyna's Pizza,2025-08-18,122.71,,7
Regular Sanchez VEGAN,Marilyna's Pizza,2025-08-18,17.27,,1
Large Napoletana,Marilyna's Pizza,2025-08-18,35.45,,2
Gluten-free Truffalo Soldier,Marilyna's Pizza,2025-08-18,23.12,,1
Brooky Ginger Beer Bottle,Bottles / Cans Alcoholic,2025-08-18,52.43,,4
Regular New Yorker [Dine-in],Dine-in Pizza,2025-08-18,163.67,,9
Gluten-free [Corn Tortillas],None,2025-08-18,0,,3
Regular Truffalo Soldier [Dine-in],Dine-in Pizza,2025-08-18,205.74,,10
Cri De Couer Pinot Noir - Large,Red Wine,2025-08-18,36.05,,1
Regular Hawaiian [Dine-in],Dine-in Pizza,2025-08-18,17.27,,2
No Olives,None,2025-08-18,0,,5
Fizz & Chips D,Delivery Kitchen,2025-08-18,23.64,,1
No Gravy,None,2025-08-18,0,,2
Family  Super House,Marilyna's Pizza,2025-08-18,54.54,,3
Vegan Cheese [Pizza],Add-ons - Pizza,2025-08-18,24.94,,9
1/2 Bubba Gump,Marilyna's Pizza,2025-08-18,3.64,,2
Add Cherry Tomatoes,Add-ons - Pizza,2025-08-18,3.66,,4
Beef Burrito D,Delivery Kitchen,2025-08-18,92.77,,4
Add Pineapple,Add-ons - Pizza,2025-08-18,7.12,,8
Chicken Schnitty D,Delivery Kitchen,2025-08-18,42.74,,2
Add Bacon,Add-ons - Pizza,2025-08-18,14.16,,7
Large Super House,Marilyna's Pizza,2025-08-18,27.28,,2
Make it Gluten-free [gf/vg bun w sweet pot. fries],None,2025-08-18,2.78,,1
Sensei Calamari D,Delivery Kitchen,2025-08-18,14.82,,1
Make it Dairy-free [vg bun & no cheese],None,2025-08-18,0,,2
Cauliflower Tacos D,Delivery Kitchen,2025-08-18,16.64,,1
No Burger Sauce,None,2025-08-18,0,,4
Add Side Salad,Delivery Kitchen,2025-08-18,8.56,,3
Add Egg,Add-ons - Pizza,2025-08-18,1.82,,2
Swap Fries for Sweet Potato Fries,Add-ons - Kitchen,2025-08-18,16.83,,10
Family New Yorker,Marilyna's Pizza,2025-08-18,29.58,,1
Flamin' Moe,Cocktails - Signature,2025-08-18,233.52,,11
Large Sanchez VEGAN,Marilyna's Pizza,2025-08-18,45.47,,2
Fill w Ice,None,2025-08-18,0,,1
Regular Little Italy [Dine-in],Dine-in Pizza,2025-08-18,434.22,,21
Regular Jimmy Jury,Marilyna's Pizza,2025-08-18,12.55,,1
Gluten-free Uber Margherita [Dine-in],Dine-in Pizza,2025-08-18,43.91,,2
Regular Jimmy Jury [Dine-in],Dine-in Pizza,2025-08-18,65.92,,3
Nut Roast,Kitchen Specials,2025-08-18,320.82,,14
Geppetto Pinot Noir - Large Glass,Red Wine,2025-08-18,24.41,,1
Cauliflower Cheese,Kitchen Specials,2025-08-18,94.83,,21
Petits Detours Rosé Mediterranee - Bottle,Rose Wine,2025-08-18,583.78,,10
Casa Gheller Prosecco - Glass,Sparkling Wine,2025-08-18,351.13,,24
Trutta Streamside Shiraz [Chilled]- Large,Red Wine,2025-08-18,46.6,,2
1/2 Super House,Marilyna's Pizza,2025-08-18,1.82,,1
Kirin - Pint,Tap Beer,2025-08-18,311.14,,22
1/2 Pepperoni,Marilyna's Pizza,2025-08-18,0.45,,2
Negroni,Cocktails - Classic,2025-08-18,533.52,,35
1/2 Mexicana,Marilyna's Pizza,2025-08-18,3.18,,2
Dark & Stormy,Cocktails - Classic,2025-08-18,52.1,,3
Beef Burger D,Delivery Kitchen,2025-08-18,160.89,,7
Asahi 3.5%,Bottles / Cans Alcoholic,2025-08-18,34.36,,4
Large   Meatlovers,Marilyna's Pizza,2025-08-18,27.28,,2
BBQ Wings,Small Plates,2025-08-18,232.18,,17
Deal - BBQ Wings,Marilyna's Pizza,2025-08-18,27.27,,3
Extra Dumpling,Add-ons - Kitchen,2025-08-18,6.1,,2
Bang Bang Cauli D,Delivery Kitchen,2025-08-18,60.23,,4
No Rice,Modifiers,2025-08-18,0,,1
Tonic [mixer],None,2025-08-18,0,,4
Daiquiri,Cocktails - Classic,2025-08-18,17.56,,1
Gluten-free Base,Marilyna's Pizza,2025-08-18,8.34,,3
Corona,Bottles / Cans Alcoholic,2025-08-18,100,,10
Philter Red - Schooner,Tap Beer,2025-08-18,240.16,,24
Grifter Omen Stout Tin,Bottles / Cans Alcoholic,2025-08-18,60.28,,5
Philter Red - Pint,Tap Beer,2025-08-18,84.56,,6
Archie Rose Signature Gin,Gin,2025-08-18,33.28,,3
Kuku Sauvignon Blanc - Regular,White Wine,2025-08-18,361.59,,30
1800 Coconut,Tequila,2025-08-18,33.11,,3
Version Two Pinot Grigio - Bottle,White Wine,2025-08-18,225,,5
Appleton Rum [House],Rum,2025-08-18,21,,2
Version Two Sparkling - Regular,Sparkling Wine,2025-08-18,291.21,,37
Big Sur IPA 4-pack D,Delivery Alcohol,2025-08-18,22.73,,1
Bombay Dry [House],Gin,2025-08-18,314.04,,36
Jala Marg Jar,Delivery Cocktails,2025-08-18,96.18,,4
